"student_id","student_country","date_registered","mins_watched_after_7_days","mins_watched_after_14_days","num_quizzes_engaged","num_exams_engaged","days_engaged","questions_hub_engaged","quizzes_engaged","exams_engaged","lessons_engaged","paid_student"
259052,GT,"2022-01-02",,,,,,,,,,
259053,FR,"2022-01-03",,,,,,,,,,
259054,US,"2022-01-03",,,2,0,5,0,1,0,1,1
259055,IN,"2022-01-03",2.0,2.0,0,0,1,0,0,0,1,
259056,CA,"2022-01-03",0.5,0.5,0,0,1,0,0,0,1,
259057,IN,"2022-01-03",8.4,8.4,1,0,1,0,1,0,1,
259058,BR,"2022-01-03",1.2,1.2,0,0,1,0,0,0,1,
259059,AU,"2022-01-03",4.3,4.3,0,0,1,0,0,0,1,
259060,US,"2022-01-03",30.2,30.2,2,0,3,0,1,0,1,
259061,MA,"2022-01-03",,,,,,,,,,
259062,US,"2022-01-03",9.5,9.5,1,0,1,0,1,0,1,
259063,US,"2022-01-03",4.7,4.7,0,0,1,0,0,0,1,
259064,HK,"2022-01-03",,,,,,,,,,
259065,IN,"2022-01-03",0.4,0.4,0,0,1,0,0,0,1,
259066,SE,"2022-01-03",,,,,,,,,,
259067,SG,"2022-01-03",59.8,59.8,1,1,1,0,1,1,1,
259068,SA,"2022-01-03",46.6,46.6,1,0,2,0,1,0,1,
259069,SN,"2022-01-03",1.0,1.0,1,0,1,0,1,0,1,
259070,US,"2022-01-03",,,3,0,19,0,1,0,1,1
259071,GT,"2022-01-03",53.6,53.6,2,0,2,0,1,0,1,
259072,SA,"2022-01-03",1.8,1.8,0,0,1,0,0,0,1,
259073,HK,"2022-01-03",,,,,,,,,,
259074,IN,"2022-01-03",,,,,,,,,,
259075,IN,"2022-01-03",,,,,,,,,,
259076,EG,"2022-01-03",,,,,,,,,,
259077,IN,"2022-01-03",10.2,10.2,0,0,1,0,0,0,1,
259078,SA,"2022-01-03",0.9,0.9,0,0,1,0,0,0,1,
259079,IN,"2022-01-03",0.2,0.2,0,0,1,0,0,0,1,
259080,NG,"2022-01-03",145.9,145.9,1,1,3,0,1,1,1,
259081,ID,"2022-01-03",,,,,,,,,,
259082,IN,"2022-01-03",,,,,,,,,,
259083,TZ,"2022-01-03",,,,,,,,,,
259084,OM,"2022-01-03",1.1,1.1,0,0,2,0,0,0,1,
259085,IN,"2022-01-03",0.9,0.9,0,0,1,0,0,0,1,
259086,IN,"2022-01-03",5.3,5.3,0,0,1,0,0,0,1,
259088,IN,"2022-01-03",86.5,86.5,2,1,5,0,1,1,1,
259089,IN,"2022-01-03",,,,,,,,,,
259090,IN,"2022-01-03",10.0,10.0,1,0,1,0,1,0,1,
259091,CN,"2022-01-03",,,,,,,,,,
259092,VN,"2022-01-03",,,,,,,,,,
259093,EG,"2022-01-03",99.1,99.1,0,1,2,0,0,1,1,
259094,IN,"2022-01-03",,,,,,,,,,
259095,IN,"2022-01-03",,,0,0,1,0,0,0,1,
259096,IN,"2022-01-03",,,,,,,,,,
259097,HU,"2022-01-03",12.2,12.2,1,0,1,0,1,0,1,
259098,IN,"2022-01-03",0.3,0.3,1,0,2,0,1,0,1,
259099,US,"2022-01-03",1.1,1.1,0,0,1,0,0,0,1,
259100,LB,"2022-01-03",,,,,,,,,,
259101,AU,"2022-01-03",1.6,1.6,0,0,2,0,0,0,1,
259102,PK,"2022-01-03",0.2,0.2,0,0,1,0,0,0,1,
259103,IN,"2022-01-03",13.7,13.7,0,0,1,0,0,0,1,
259104,MA,"2022-01-03",0.7,0.7,0,0,1,0,0,0,1,
259105,KE,"2022-01-03",0.2,26.0,4,2,7,0,1,1,1,
259106,GB,"2022-01-03",488.5,772.5,5,10,75,0,1,1,1,1
259107,BD,"2022-01-03",,,,,,,,,,
259108,IN,"2022-01-03",3.3,3.3,1,0,4,0,1,0,1,
259109,DZ,"2022-01-03",,,,,,,,,,
259110,US,"2022-01-03",68.6,68.6,1,1,3,0,1,1,1,
259111,IN,"2022-01-03",,,,,,,,,,
259112,IN,"2022-01-03",,,,,,,,,,
259113,MA,"2022-01-03",0.4,0.4,1,0,1,0,1,0,1,
259114,SO,"2022-01-03",2.0,2.0,0,0,1,0,0,0,1,
259115,NG,"2022-01-03",0.7,0.7,0,0,1,0,0,0,1,
259116,BE,"2022-01-03",37.9,37.9,1,0,1,0,1,0,1,
259117,BW,"2022-01-03",,,,,,,,,,
259118,ZA,"2022-01-03",71.5,98.10000000000001,1,2,4,0,1,1,1,
259119,US,"2022-01-03",,,,,,,,,,
259120,IN,"2022-01-03",,,,,,,,,,
259121,IN,"2022-01-03",60.0,60.0,1,1,2,0,1,1,1,
259122,NG,"2022-01-03",,,,,,,,,,
259123,IN,"2022-01-03",41.6,41.6,2,0,3,0,1,0,1,
259124,DZ,"2022-01-03",,,,,,,,,,
259125,IN,"2022-01-03",5.6,5.6,1,0,1,0,1,0,1,
259126,RW,"2022-01-03",4.9,4.9,0,0,1,0,0,0,1,
259127,US,"2022-01-03",2.1,2.1,0,0,1,0,0,0,1,
259129,IN,"2022-01-03",,,,,,,,,,
259130,US,"2022-01-03",,,,,,,,,,
259131,IL,"2022-01-03",,,,,,,,,,
259132,AZ,"2022-01-03",1.6,1.6,0,0,3,0,0,0,1,
259133,RW,"2022-01-03",2.4,2.4,0,0,1,0,0,0,1,
259134,SE,"2022-01-03",13.6,13.6,1,0,1,0,1,0,1,
259135,US,"2022-01-03",,,,,,,,,,
259136,EG,"2022-01-03",,,,,,,,,,
259137,CA,"2022-01-03",6.0,6.0,0,0,1,0,0,0,1,
259138,GH,"2022-01-03",12.6,12.6,0,0,1,0,0,0,1,
259139,US,"2022-01-03",,,,,,,,,,
259140,LT,"2022-01-03",,,,,,,,,,
259141,US,"2022-01-03",,,,,,,,,,
259142,US,"2022-01-03",,,,,,,,,,
259143,PK,"2022-01-03",24.200000000000003,24.200000000000003,1,0,2,0,1,0,1,
259144,KZ,"2022-01-03",3.0,3.0,0,0,1,0,0,0,1,
259145,AZ,"2022-01-03",0.3,0.3,0,0,1,0,0,0,1,
259146,IN,"2022-01-03",3.3,3.3,0,0,1,0,0,0,1,
259147,NG,"2022-01-03",,,,,,,,,,
259149,MA,"2022-01-03",38.2,38.2,1,0,1,0,1,0,1,
259150,NL,"2022-01-03",0.2,0.2,0,0,1,0,0,0,1,
259151,US,"2022-01-03",,,,,,,,,,
259152,TN,"2022-01-03",10.7,10.7,1,0,2,0,1,0,1,
259153,NG,"2022-01-03",,,,,,,,,,
259154,NG,"2022-01-03",,,,,,,,,,
259155,US,"2022-01-03",344.29999999999995,377.8999999999999,3,3,7,0,1,1,1,
259156,EG,"2022-01-03",2.4,2.4,0,0,1,0,0,0,1,
259157,NL,"2022-01-03",,,,,,,,,,
259158,EG,"2022-01-03",0.5,0.5,0,0,1,0,0,0,1,
259159,EG,"2022-01-03",,,,,,,,,,
259160,ZW,"2022-01-03",,,0,1,1,0,0,1,1,
259161,US,"2022-01-03",,,,,,,,,,
259162,CR,"2022-01-03",,,,,,,,,,
259163,SA,"2022-01-03",,,,,,,,,,
259164,EG,"2022-01-03",0.7,0.7,0,0,1,0,0,0,1,
259165,JM,"2022-01-03",0.2,0.2,0,0,1,0,0,0,1,
259166,IN,"2022-01-03",,,1,0,1,0,1,0,0,
259167,RW,"2022-01-03",10.5,10.5,1,0,2,0,1,0,1,
259168,IN,"2022-01-04",,,,,,,,,,
259169,US,"2022-01-04",,,,,,,,,,
259170,US,"2022-01-04",1.2,1.2,0,0,1,0,0,0,1,
259171,US,"2022-01-04",94.89999999999999,94.89999999999999,2,4,7,0,1,1,1,1
259172,IN,"2022-01-04",7.4,7.4,1,0,1,0,1,0,1,
259173,IN,"2022-01-04",,,,,,,,,,
259174,CA,"2022-01-04",337.0,542.8,29,37,98,1,1,1,1,1
259175,JP,"2022-01-04",,,,,,,,,,
259176,CA,"2022-01-04",,,,,,,,,,
259177,TT,"2022-01-04",,,,,,,,,,
259178,IN,"2022-01-04",6.6000000000000005,6.6000000000000005,1,1,3,0,1,1,1,
259180,IN,"2022-01-04",41.4,50.099999999999994,0,0,4,0,0,0,1,
259181,IN,"2022-01-04",0.1,0.1,0,0,1,0,0,0,1,
259182,US,"2022-01-04",,,,,,,,,,
259183,IN,"2022-01-04",2.0,2.0,1,0,2,0,1,0,1,
259184,IN,"2022-01-04",0.1,0.1,0,0,1,0,0,0,1,
259185,CO,"2022-01-04",,,,,,,,,,
259186,CA,"2022-01-04",,,,,,,,,,
259187,ID,"2022-01-04",9.5,9.5,1,0,2,0,1,0,1,
259188,IN,"2022-01-04",4.3,4.3,1,0,1,0,1,0,1,
259189,IN,"2022-01-04",,,,,,,,,,
259190,US,"2022-01-04",1.2,1.2,1,0,2,0,1,0,1,1
259191,AR,"2022-01-04",1.0,1.0,0,0,1,0,0,0,1,
259192,ES,"2022-01-04",0.4,0.4,0,0,1,0,0,0,1,
259193,IN,"2022-01-04",,,,,,,,,,
259194,EG,"2022-01-04",,,,,,,,,,
259195,PK,"2022-01-04",32.2,32.2,1,0,1,0,1,0,1,
259196,CA,"2022-01-04",3.2,3.2,0,0,1,0,0,0,1,
259198,IN,"2022-01-04",12.1,12.1,0,0,7,0,0,0,1,
259199,IN,"2022-01-04",19.4,19.4,1,0,1,0,1,0,1,
259200,IN,"2022-01-04",,,,,,,,,,
259201,IN,"2022-01-04",,,0,0,1,0,0,0,1,
259202,TR,"2022-01-04",,,,,,,,,,
259203,NG,"2022-01-04",15.7,15.7,1,0,2,0,1,0,1,
259204,EG,"2022-01-04",0.3,0.3,0,0,1,0,0,0,1,
259205,PK,"2022-01-04",9.8,9.8,1,0,2,0,1,0,1,
259206,IN,"2022-01-04",,,,,,,,,,
259207,IN,"2022-01-04",0.8,0.8,0,0,2,0,0,0,1,
259208,NG,"2022-01-04",,,,,,,,,,
259209,ES,"2022-01-04",233.2,233.2,3,4,6,0,1,1,1,1
259210,CA,"2022-01-04",43.599999999999994,43.599999999999994,2,0,2,0,1,0,1,
259211,PH,"2022-01-04",44.9,44.9,2,0,4,0,1,0,1,
259212,US,"2022-01-04",,,,,,,,,,
259213,AU,"2022-01-04",1.4,1.4,0,0,1,0,0,0,1,
259214,VN,"2022-01-04",0.2,0.2,0,1,1,0,0,1,1,
259215,ZA,"2022-01-04",,,,,,,,,,
259216,NG,"2022-01-04",,,,,,,,,,
259217,IN,"2022-01-04",8.2,8.2,1,0,1,0,1,0,1,
259218,IN,"2022-01-04",,,,,,,,,,
259219,IN,"2022-01-04",,,,,,,,,,
259220,EG,"2022-01-04",,,,,,,,,,
259221,GB,"2022-01-04",,,,,,,,,,
259222,IN,"2022-01-04",0.1,0.1,0,0,1,0,0,0,1,
259223,BD,"2022-01-04",0.7,0.7,0,0,1,0,0,0,1,
259224,IQ,"2022-01-04",,,,,,,,,,
259225,KE,"2022-01-04",0.6,0.6,0,0,1,0,0,0,1,
259226,MU,"2022-01-04",0.3,0.3,0,1,2,0,0,1,1,
259227,IN,"2022-01-04",,,,,,,,,,
259228,TN,"2022-01-04",,,,,,,,,,
259229,IN,"2022-01-04",1.9,1.9,1,0,4,0,1,0,1,
259230,KZ,"2022-01-04",,,,,,,,,,
259231,US,"2022-01-04",0.1,0.1,0,0,1,0,0,0,1,
259232,SK,"2022-01-04",,,0,1,1,0,0,1,1,
259233,NZ,"2022-01-04",68.8,68.8,1,1,1,0,1,1,1,
259234,EG,"2022-01-04",,,,,,,,,,
259235,IN,"2022-01-04",,,,,,,,,,
259236,US,"2022-01-04",,,,,,,,,,
259237,IN,"2022-01-04",,,,,,,,,,
259238,IL,"2022-01-04",,,,,,,,,,
259239,BD,"2022-01-04",51.3,51.3,2,1,2,0,1,1,1,
259240,SG,"2022-01-04",2.6,2.6,0,0,2,0,0,0,1,
259241,IN,"2022-01-04",,,,,,,,,,
259242,AR,"2022-01-04",9.2,9.2,1,0,1,0,1,0,1,
